year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
2001,1,4,2,0,1629,1676,attached,493,0,True,False,True,True,2162,Patrick Crescent,,South Anthony,11353,289804.0
1979,1,1,1,0,668,746,none,0,0,False,False,True,True,415,Mitchell Heights,2676.0,South Anthony,11353,25202.0
1981,1,2,1,0,906,1071,none,0,0,False,False,True,True,3410,Morris Extension,3954.0,South Anthony,11353,70558.0
1996,1,4,2,0,1662,2058,attached,455,0,True,False,True,True,7833,Blake Estates,,South Anthony,11353,272164.0
1983,1,3,1,1,1085,1085,attached,444,0,True,True,True,True,120,Owen Crossroad,,South Anthony,11353,179549.0
1995,1,3,1,1,1364,1765,attached,640,0,True,True,True,True,5132,Vazquez Walk,,South Anthony,11353,277196.0
2000,1,4,2,0,1517,1517,attached,410,0,True,False,True,True,278,Finley Creek,,South Anthony,11302,252002.0
2002,1,3,2,0,1253,1248,attached,443,0,True,False,True,True,7991,Melissa Circle,,South Anthony,11353,220499.0
2001,1,4,2,0,1730,1727,attached,411,0,True,False,True,True,3542,Shaw Flat,,South Anthony,11353,308698.0
1965,1,3,2,1,2372,2989,attached,554,0,True,True,True,True,82747,John Glen,,South Anthony,11353,264603.0
1981,1,3,1,1,1210,1492,attached,500,0,False,False,True,True,1406,Curry Lights,,South Anthony,11353,245696.0
1958,1,3,1,1,1283,1746,attached,492,0,True,True,True,True,1253,Brittany Underpass,,South Anthony,11353,211680.0
1988,1,4,3,0,2198,2472,attached,592,0,True,True,True,True,48497,Mason Summit,,South Anthony,10984,390600.0
2014,1,3,2,0,2021,2134,attached,420,0,False,False,True,True,7478,Angela Corners,,South Anthony,10984,347756.0
1985,1,3,1,1,1624,1631,attached,420,0,True,False,True,True,4266,Wayne Locks,,South Anthony,10984,325078.0
1987,1,1,1,0,766,755,none,0,177,False,False,True,True,43266,Amanda Spring,1693.0,South Anthony,10984,113404.0
1989,1,2,2,0,963,962,none,0,178,False,False,True,True,43266,Amanda Spring,1084.0,South Anthony,10984,138604.0
1989,1,2,2,0,964,957,none,0,178,False,False,True,True,43266,Amanda Spring,3176.0,South Anthony,10984,144899.0
1988,1,1,1,0,764,761,none,0,179,False,False,True,True,43266,Amanda Spring,2481.0,South Anthony,10984,84421.0
1989,1,1,1,0,757,757,none,0,183,False,False,True,True,43266,Amanda Spring,3564.0,South Anthony,10984,112140.0
1989,1,1,1,0,765,765,none,0,176,False,False,True,True,43266,Amanda Spring,1931.0,South Anthony,10984,109620.0
1981,1,3,2,1,2529,3111,attached,502,0,True,True,True,True,31855,Woods Walks,,South Anthony,10984,818996.0
2006,1,4,2,0,2027,2074,attached,485,0,True,False,True,True,7754,Yang Canyon,,South Anthony,11353,359100.0
2005,1,2,2,0,1918,2193,attached,505,0,False,False,True,True,1663,Mitchell Village,,South Anthony,11353,378004.0
2001,1,3,2,1,1982,2206,attached,472,0,True,False,True,True,306,Steven Meadows,,South Anthony,11353,447302.0
2002,1,2,2,0,1697,1907,attached,466,0,True,False,True,True,113,Petersen Isle,,South Anthony,11353,351537.0
2003,1,2,2,0,2195,2333,attached,524,0,True,False,True,True,99971,Moore Run,,South Anthony,11353,345238.0
2003,1,3,2,1,2117,2678,attached,631,0,True,False,True,True,692,White Camp,,South Anthony,11353,522896.0
2000,1,2,2,0,2170,2501,attached,439,0,False,True,True,True,9436,Torres Dale,,South Anthony,11353,422098.0
2000,1,2,1,1,1528,1676,attached,440,0,False,False,True,True,6144,Lamb Forges,,South Anthony,11353,315002.0
1996,1,2,1,1,1517,1672,attached,444,0,False,False,True,True,1981,Vang Creek,,South Anthony,11353,399422.0
1990,2,4,2,1,1781,1784,attached,460,0,True,True,True,True,3308,Johnson Dam,,South Anthony,11353,297360.0
1993,1,3,2,0,1628,2420,attached,452,0,True,True,True,True,46223,White Land,,South Anthony,11353,292319.0
2002,1,4,2,0,2218,2210,attached,644,0,True,False,True,True,831,Darius Row,,South Anthony,11353,441001.0
2002,1,2,0,1,1297,1300,attached,416,0,True,True,True,True,3589,Darius Row,,South Anthony,11353,321302.0
2015,1,3,2,1,2825,3045,attached,699,0,True,True,True,True,195,Lester Highway,,South Anthony,10984,636304.0
2004,1,6,3,1,3255,3462,attached,439,0,True,True,True,True,8951,Tamara Fort,,West Ann,10748,529198.0
2003,1,3,1,1,1529,1753,attached,489,0,True,False,True,True,7736,Michael Club,,South Anthony,11353,340198.0
2003,1,3,2,1,1901,2223,attached,507,0,True,False,True,True,1002,Andrea Walk,,South Anthony,11353,491399.0
2001,1,4,2,1,2021,2022,attached,444,0,True,False,True,True,252,Riley Radial,,West Ann,10748,371704.0
2001,1,3,2,0,1812,1838,attached,440,0,True,False,True,True,2890,Morrison Common,,West Ann,10748,384302.0
2001,1,3,2,0,1806,1834,attached,444,0,True,True,True,True,96290,Ramirez Ford,,West Ann,10748,441004.0
2000,1,3,2,0,1710,1709,attached,419,0,True,True,True,True,4921,Coleman Ville,,West Ann,10748,443519.0
1998,1,4,2,0,1692,1787,attached,579,0,True,True,True,True,957,Patty Extension,,West Ann,10748,441001.0
2000,1,3,2,1,2286,2416,attached,640,0,True,True,True,True,9690,Amber Ports,,West Ann,10748,478798.0
1997,1,3,2,0,1795,1830,attached,439,0,True,True,True,True,62195,Craig Throughway,,West Ann,10748,412019.0
1995,1,3,2,0,1480,1482,attached,599,0,True,False,True,True,5032,Ramos Course,,West Ann,10748,315003.0
1995,1,3,2,0,1432,1433,attached,440,0,True,True,True,True,78971,Maxwell Light,,West Ann,10748,205377.0
1998,1,3,2,0,1802,1851,attached,422,0,True,False,True,True,846,Maxwell Light,,West Ann,10748,412649.0
1996,1,4,2,0,2012,2024,attached,583,0,True,True,True,True,9796,Saunders Squares,,West Ann,10748,439737.0
1997,2,4,3,0,2733,2733,attached,652,0,True,True,True,True,288,Debra Springs,,West Ann,10748,573303.0
1994,1,3,1,1,1451,1451,attached,461,0,True,False,True,True,136,Paul Turnpike,,West Ann,10748,340204.0
1990,1,3,2,0,1721,1725,attached,598,0,True,True,True,True,803,Welch Haven,,West Ann,10748,396901.0
1995,1,4,2,0,1900,1903,attached,604,0,True,True,True,True,408,Vincent Trafficway,,West Ann,10748,459900.0
1993,1,3,2,1,1587,1586,attached,508,0,True,False,True,True,485,Douglas Trail,,West Ann,10748,277202.0
1991,1,3,2,1,1590,1584,attached,506,0,True,False,True,True,485,Douglas Trail,,West Ann,10748,301137.0
1989,2,4,2,1,2296,2644,attached,481,0,True,True,True,True,55949,Williams Extensions,,West Ann,10748,463681.0
1991,2,4,2,1,2297,2661,attached,483,0,True,True,True,True,92682,Long Pike,,West Ann,10748,464312.0
1992,1,4,2,1,2016,2174,attached,503,0,True,False,True,True,915,Douglas Squares,,West Ann,10748,408243.0
1999,1,2,1,1,913,910,attached,234,0,False,False,True,True,388,Chavez Stravenue,,West Ann,10748,207897.0
2001,1,1,1,1,761,767,detached,235,0,False,False,True,True,3195,Chavez Stravenue,,West Ann,10748,179550.0
1988,1,2,1,1,911,918,detached,239,0,False,False,True,True,486,Wright Lodge,,West Ann,10748,245074.0
1989,1,1,1,0,760,760,detached,235,0,False,False,True,True,834,Wright Lodge,,West Ann,10748,177034.0
2004,1,4,2,0,1569,1590,attached,440,0,False,True,True,True,38543,Smith Garden,,Jenniferberg,11989,308696.0
2000,1,4,2,0,1384,1589,attached,486,0,False,False,True,True,8122,Sarah Burg,,Jenniferberg,11989,258302.0
1997,1,4,2,0,1280,1355,attached,464,0,False,False,True,True,2827,John Court,,Jenniferberg,11989,258304.0
2007,1,4,3,1,2520,2961,attached,473,0,True,True,True,True,3863,Smith Unions,,South Anthony,11353,566997.0
2007,1,4,3,1,3473,3993,attached,628,0,True,True,True,True,309,Wilson Wall,,South Anthony,11353,938073.0
2004,1,4,3,0,3302,3751,attached,793,0,True,True,True,True,4459,Fields Street,,South Anthony,11353,825304.0
2002,1,4,2,1,2390,2653,attached,671,0,True,True,True,True,161,Frank Mountains,,South Anthony,11353,516599.0
2003,1,3,3,0,2928,3160,attached,469,0,True,True,True,True,200,Hardy Inlet,,West Ann,10748,1020598.0
2002,1,4,4,0,3247,3796,attached,669,0,True,True,True,True,91814,Catherine Brook,,West Ann,10748,1080451.0
2001,1,4,4,0,3853,4384,attached,865,0,True,True,True,True,592,Gordon Forest,,West Ann,10748,1071002.0
2000,1,4,3,1,3550,4005,attached,635,0,True,True,True,True,97813,Smith Highway,,West Ann,10748,1637999.0
2001,1,3,3,0,2926,3159,attached,830,0,True,True,True,True,44878,Shirley Port,,West Ann,10748,995396.0
1998,1,3,3,0,2633,2903,attached,588,0,True,False,True,True,870,Dustin Park,,West Ann,10748,970198.0
1995,1,3,2,1,2143,2355,attached,448,0,True,False,True,True,1379,Teresa Trail,,West Ann,10748,694262.0
2014,1,5,2,1,2650,2956,attached,948,0,True,False,True,True,657,Jessica Valleys,,South Anthony,10984,476283.0
2016,1,5,3,0,2814,3233,attached,658,0,True,False,True,True,38975,Gibson Hill,,South Anthony,10984,470614.0
2013,1,5,3,0,2816,3244,attached,712,0,True,False,True,True,510,Sonya Brooks,,South Anthony,10984,425248.0
2014,1,5,2,1,2649,2955,attached,687,0,True,False,True,True,778,David Centers,,South Anthony,10984,435961.0
2014,1,5,3,0,2811,3231,attached,650,0,True,False,True,True,510,Jessica Valleys,,South Anthony,10984,452970.0
2006,1,4,2,1,3145,3342,attached,730,0,True,False,True,True,85149,Michaela Island,,South Anthony,10984,371702.0
2006,2,4,2,1,2697,2901,attached,794,0,True,False,True,True,32222,Jennifer Rapids,,South Anthony,10984,215459.0
2005,2,4,2,1,2695,2902,attached,799,0,True,False,True,True,32222,Jennifer Rapids,,South Anthony,10984,321298.0
2006,1,3,2,0,2118,2163,attached,638,0,False,False,True,True,640,Jennifer Rapids,,South Anthony,10984,302397.0
2006,2,4,2,1,2693,2905,attached,794,0,True,True,True,True,3653,Morris Oval,,South Anthony,10984,359100.0
2011,1,3,2,0,1636,1632,attached,427,0,True,False,True,True,5064,Jeffrey Meadow,,South Anthony,10984,283496.0
2009,1,4,2,0,1927,1924,attached,424,0,True,False,True,True,17262,Jeffrey Meadow,,South Anthony,10984,265861.0
2007,1,2,1,1,1229,1257,attached,420,0,True,False,True,True,101,Alicia Summit,,West Ann,10748,188998.0
2004,1,4,2,1,2124,2118,attached,668,0,True,False,True,True,19254,Martin Flat,,South Anthony,11353,350283.0
2004,3,4,2,1,2749,2772,attached,463,0,True,False,True,True,3808,Lloyd Light,,North Erinville,11510,450448.0
1992,1,4,2,0,1490,1556,attached,427,0,True,False,True,True,437,Alvarez Corner,,South Anthony,11353,286017.0
1997,2,4,2,1,1735,1798,attached,656,0,True,False,True,True,497,Nicholas Key,,South Anthony,11353,314997.0
1992,1,3,2,0,1395,1461,attached,452,0,True,False,True,True,13194,Williams Common,,South Anthony,11353,279724.0
2015,1,4,3,0,2789,3351,attached,597,0,True,True,True,True,1615,Christina Forges,,West Ann,10748,655198.0
2016,1,4,3,0,2798,3353,attached,597,0,True,True,True,True,5685,Christina Forges,,West Ann,10748,630000.0
2003,1,3,2,1,2387,2587,attached,462,0,True,True,True,True,39905,Lopez Hills,,Lake Jennifer,10971,423356.0
1991,1,3,2,0,1585,1589,detached,479,0,False,False,True,True,177,Deborah Fall,,Lake Jennifer,10971,205382.0
2006,1,4,2,1,2454,2647,attached,813,0,True,False,True,True,20814,Aaron Gardens,,Lake Jennifer,10971,447296.0
1974,1,3,2,0,1340,1339,none,0,0,False,False,True,True,58975,Scott Skyway,,Lake Jennifer,10971,85677.0
2005,1,3,2,0,1500,1506,attached,436,0,False,False,True,True,349,Regina Springs,,West Terrence,10328,338942.0
1989,2,3,2,0,2040,2033,detached,574,0,True,False,True,True,495,April Plaza,,Lake Jennifer,10971,371699.0
1984,2,3,1,1,1700,2916,none,0,0,True,False,False,False,3604,Paul Turnpike,,Lake Jennifer,10971,422099.0
2005,1,4,1,1,2261,2255,attached,805,0,True,False,True,True,16053,Miller Lake,,Lake Jennifer,10971,452338.0
2006,1,3,2,0,1861,1862,none,0,0,False,False,True,True,967,Sara Isle,,Lake Jennifer,10971,233098.0
1991,1,2,1,1,1204,1204,none,0,0,False,False,True,False,9220,Melissa Lake,,West Terrence,10328,100799.0
1978,1,2,1,1,965,956,none,0,0,False,False,True,False,5227,Perez Streets,,West Terrence,10328,151200.0
1980,1,2,1,1,1250,1245,none,0,0,False,False,True,True,22012,Adams Forks,,West Terrence,10328,209164.0
1988,1,2,2,0,1632,1634,detached,1153,240,False,False,True,True,86901,Frazier Rapid,,West Terrence,10328,170096.0
1971,1,2,2,0,721,1337,none,0,198,False,False,True,True,89399,Evans Meadows,,West Terrence,10328,100804.0
1991,1,3,2,0,1852,1843,none,0,0,False,False,True,True,83524,Cherry Junctions,,West Terrence,10328,225538.0
1970,1,2,2,0,1095,1106,none,0,0,False,False,True,True,1575,Brown Crescent,,Lake Jennifer,10971,157499.0
1973,2,2,1,1,2460,2463,detached,525,308,True,False,True,True,1063,Laura Pine,,Jeffreyhaven,10346,332643.0
2002,1,2,2,0,1250,1250,none,0,0,False,False,True,True,43481,Contreras Extension,,Jeffreyhaven,10346,126001.0
2004,1,4,2,0,2432,2429,detached,484,0,False,False,True,True,2801,Michael Inlet,,Jeffreyhaven,10346,327603.0
2004,2,3,2,1,1583,2217,detached,599,0,True,False,True,False,71324,Richard Rapids,,South Stevenfurt,11270,661500.0
1961,1,2,1,1,918,2055,none,0,0,True,False,False,False,810,Megan Brooks,,Brownport,10510,226797.0
1986,2,3,2,0,1175,1172,none,0,393,True,False,True,False,967,Philip Square,,Brownport,10510,267753.0
1975,1,2,2,1,1177,1174,attached,468,0,True,False,True,False,5704,Barber Key,,Brownport,10510,339572.0
1978,4,2,1,1,1083,1075,none,0,0,True,False,True,False,9385,Adams Club,,Brownport,10510,158762.0
1977,4,2,1,1,1085,1082,none,0,0,True,False,True,False,9385,Adams Club,,Brownport,10510,264600.0
1969,2,3,2,0,1725,1972,none,0,0,True,False,True,False,689,Patrick Club,,Brownport,10510,359098.0
2009,3,2,1,1,2062,2346,detached,618,0,False,False,True,False,473,Walters Loaf,,Brownport,10510,390600.0
1936,1,3,1,1,2865,3706,attached,267,0,True,False,True,False,506,Ernest Square,,Brownport,10510,500222.0
1975,1,3,1,1,1930,1927,attached,540,0,True,False,False,False,29314,Shari Point,,Brownport,10510,289799.0
1976,2,3,1,1,1358,2134,none,0,0,True,False,True,False,21662,Stephens Ford,,Brownport,10510,451711.0
1972,1,3,1,1,1506,1514,attached,455,0,True,False,True,False,9333,Erica Greens,,Brownport,10510,327602.0
1975,4,3,1,1,1632,1874,none,0,353,True,False,True,False,221,Thomas Mews,,Brownport,10510,251999.0
1964,1,2,1,0,1256,1680,none,0,0,True,False,False,False,528,Jennifer Union,,Brownport,10510,384302.0
1940,2,2,1,0,1388,1391,none,0,0,True,False,True,False,5012,Jenkins Stream,,Brownport,10510,270900.0
1957,2,5,1,1,2948,3138,detached,398,226,True,False,True,False,219,Robert Key,,Brownport,10510,541803.0
1957,4,2,1,0,596,863,none,0,0,True,False,False,False,9156,Aaron Tunnel,,Brownport,10510,201604.0
1977,2,2,1,0,1062,1067,none,0,0,False,False,True,False,450,Jenkins Stream,,Brownport,10510,182704.0
1962,4,2,1,0,1004,1085,none,0,0,True,False,True,False,255,Sanchez Garden,,Brownport,10510,142378.0
2006,1,4,2,1,3482,3665,attached,777,0,True,True,True,True,91311,Michael Spurs,,Jeffreyhaven,10346,743397.0
1988,1,3,1,1,1434,1532,attached,439,0,True,False,True,True,3654,Robert Common,,Jeffreyhaven,10346,250740.0
1990,2,3,2,1,1863,1901,attached,465,0,True,False,True,True,745,Emily Ville,,Jeffreyhaven,10346,343976.0
1989,2,5,2,1,2270,2357,attached,523,0,True,False,True,True,978,David Garden,,Jeffreyhaven,10346,340198.0
1994,2,4,2,0,2135,2165,attached,474,0,True,False,True,True,17603,Patrick Forge,,Jeffreyhaven,10346,413277.0
1988,1,3,2,0,1821,1876,attached,600,0,True,False,True,True,9096,Blankenship Falls,,Jeffreyhaven,10346,359098.0
1965,1,3,1,1,1688,1856,attached,423,0,True,True,True,True,38,Valentine Loop,,Jeffreyhaven,10346,480693.0
1976,1,3,2,0,1446,1437,detached,442,0,False,False,True,False,80662,Jordan Station,,Jeffreyhaven,10346,209791.0
1987,1,2,2,1,2918,3417,attached,777,0,True,True,True,False,6757,Tracey Walks,,Jeffreyhaven,10346,567000.0
2007,1,3,2,1,2237,2604,attached,655,0,True,False,True,True,834,Jonathan Branch,,Jeffreyhaven,10346,296731.0
2009,1,3,2,1,2235,2612,attached,657,0,True,False,True,True,834,Jonathan Branch,,Jeffreyhaven,10346,377996.0
1978,1,2,2,0,1437,1446,none,0,481,False,False,True,True,33353,Tracey Walks,,Jeffreyhaven,11913,69299.0
1988,1,4,3,0,3429,4506,attached,742,0,True,False,True,True,40,Bates Stravenue,,Jeffreyhaven,10346,516604.0
1978,1,3,1,1,2025,2076,attached,528,0,True,False,True,True,2954,Phillips Groves,,Jeffreyhaven,10346,263343.0
1978,1,4,1,1,2311,2357,attached,505,0,True,True,True,True,9264,Tracey Walks,,Jeffreyhaven,10346,296098.0
1976,1,2,2,0,1338,1347,none,0,1367,False,False,True,True,82736,Henry Wells,,Jeffreyhaven,10346,25200.0
1976,1,2,2,0,1344,1345,none,0,1370,False,False,True,True,82736,Henry Wells,,Jeffreyhaven,10346,18899.0
2004,1,4,2,0,2646,2634,detached,703,0,True,True,True,True,54631,Rios Crescent,,Jeffreyhaven,10346,390597.0
1971,1,3,1,1,1639,1648,attached,436,279,True,True,True,True,21651,Frank Vista,,Jeffreyhaven,10346,346499.0
1919,1,2,1,0,922,1233,none,0,244,False,False,False,False,21651,Frank Vista,,Jeffreyhaven,10346,346504.0
1963,1,2,1,0,993,1152,attached,198,0,False,False,True,True,4618,Daniel Loaf,,Jeffreyhaven,10346,107103.0
1963,1,2,1,1,1074,1361,attached,243,0,False,False,True,True,400,Johnson Ville,,Jeffreyhaven,10346,111511.0
1962,1,2,1,0,1022,1414,attached,217,0,True,False,True,True,3997,Johnson Ville,,Jeffreyhaven,10346,59851.0
1963,1,2,1,0,1015,1411,attached,219,0,True,False,True,True,3997,Johnson Ville,,Jeffreyhaven,10346,99543.0
1976,1,3,1,1,1708,1697,attached,477,0,True,True,True,True,769,Ashley Groves,,Jeffreyhaven,10346,207899.0
2006,2,3,2,1,2652,2726,attached,553,0,True,False,True,True,748,Ashley Groves,,Scottberg,11500,296098.0
2007,1,4,2,0,2256,2274,attached,521,0,True,False,True,True,2824,Stefanie Mills,,Scottberg,11500,252628.0
2000,1,4,2,0,2128,2121,attached,423,0,True,False,True,True,791,Melinda Mission,,Jeffreyhaven,10346,315001.0
2001,1,3,2,0,1738,1741,attached,471,0,True,True,True,True,490,Walsh Drive,,Jeffreyhaven,10346,298617.0
1997,1,4,3,1,2736,2846,attached,419,0,True,True,True,True,665,Misty Station,,Jeffreyhaven,10346,362880.0
1996,1,3,1,1,1131,1508,attached,464,0,True,False,True,True,8747,Diaz Land,,Jeffreyhaven,10346,230582.0
1994,1,3,2,0,1587,1607,attached,570,0,True,False,True,True,60279,Misty Station,,Jeffreyhaven,10346,253258.0
1995,1,3,1,1,1128,1193,attached,462,0,False,False,True,True,163,Kayla Underpass,,Jeffreyhaven,10346,233104.0
1989,1,3,2,0,2454,2805,attached,463,0,True,False,True,True,899,Danielle Lights,,Jeffreyhaven,10346,296099.0
1990,1,2,1,1,1139,1291,attached,384,0,False,False,True,True,58863,Campos Rapid,1475.0,Jeffreyhaven,10346,98282.0
1984,1,2,1,1,1117,1144,attached,240,0,False,False,True,True,942,Christy Path,,Scottberg,11500,170102.0
1984,2,3,2,1,2223,2478,attached,505,0,True,False,True,True,82758,Mark Mews,,Jeffreyhaven,10346,308074.0
1982,2,4,2,1,2282,2538,attached,501,0,True,True,True,True,895,Mark Mews,,Jeffreyhaven,10346,315002.0
1988,1,2,2,0,1965,1967,detached,402,0,False,False,True,True,76137,Allen Tunnel,,Jeffreyhaven,10346,65521.0
1994,1,2,2,0,1445,1445,detached,466,0,False,False,True,True,949,Allen Tunnel,,Jeffreyhaven,10346,50396.0
1979,2,7,4,0,2867,3052,attached,912,0,False,False,True,True,85017,Kelly Walks,,Jeffreyhaven,10346,308696.0
1986,1,3,2,1,2049,2368,attached,768,0,True,True,True,True,15453,Berry Loaf,,Jeffreyhaven,10346,235621.0
1965,1,2,1,1,1465,2027,attached,581,0,True,False,True,True,2883,Alvarez Shores,,Jeffreyhaven,10346,154349.0
1964,1,2,1,1,1476,2031,attached,583,0,True,False,True,True,2883,Alvarez Shores,,Jeffreyhaven,10346,233100.0
1982,1,2,1,0,1666,2340,detached,675,0,True,False,True,True,14958,Melinda Mission,,Jeffreyhaven,10346,308698.0
1974,1,4,2,0,2032,2276,attached,505,0,True,False,True,True,658,Castro Course,,Jeffreyhaven,10346,195303.0
2007,1,4,2,1,2622,3211,attached,834,0,True,False,True,True,21143,Lisa Ridge,,Jeffreyhaven,10346,434704.0
2006,1,4,2,1,2617,3211,attached,837,0,True,False,True,True,18759,Lisa Ridge,,Jeffreyhaven,10346,444148.0
1988,1,4,2,1,2195,2186,attached,606,0,True,True,True,True,46645,Larry Valley,,Jeffreyhaven,10346,354060.0
2004,2,3,2,1,2117,2111,attached,450,0,True,False,True,True,952,Angela Drive,,Jeffreyhaven,10346,278461.0
2000,2,5,3,0,2863,2860,attached,600,0,True,True,True,True,6698,Duncan Road,,Jeffreyhaven,10346,325304.06
2001,2,3,2,1,2550,2553,attached,686,0,True,False,True,True,8541,Daniels Fort,,Jeffreyhaven,10346,343979.0
2003,2,4,2,1,2253,2793,attached,466,0,True,False,True,True,9987,Laura Trail,,Jeffreyhaven,10346,321303.0
1990,1,3,2,0,1718,1753,attached,396,0,True,False,True,True,7150,Cody Roads,,Jeffreyhaven,10346,264596.0
1990,1,3,2,0,1396,1418,attached,463,0,True,False,True,True,7150,Joseph Circles,,Jeffreyhaven,10346,258298.0
1989,1,3,2,0,1718,1885,attached,396,0,True,False,True,True,660,Grace Field,,Jeffreyhaven,10346,245703.0
1988,1,3,2,0,1244,1245,detached,403,0,False,False,True,True,6351,Hardin Locks,,Jeffreyhaven,10346,117178.0
1985,1,3,2,0,1871,1985,attached,610,0,True,False,True,True,99934,Jerry Coves,,Jeffreyhaven,10346,304919.0
1980,1,2,1,1,1467,1465,detached,381,0,False,False,True,True,449,Angela Gardens,,Jeffreyhaven,10346,44096.0
1989,1,3,2,0,1542,1594,attached,676,0,True,False,True,True,144,Potter Harbor,,Jeffreyhaven,10346,220497.0
1991,1,4,2,0,1585,1617,attached,651,0,True,False,True,True,164,Kennedy Club,,Jeffreyhaven,10346,251999.0
1980,1,3,1,1,1901,1898,detached,504,0,True,False,True,True,1364,Roach Island,,Jeffreyhaven,10346,146156.0
1972,1,2,2,0,1442,1444,none,0,483,False,False,True,True,637,Sheila Corners,,Jeffreyhaven,10346,81904.0
1979,1,3,1,1,1193,1186,attached,484,0,False,False,True,True,780,Harper Brooks,,Jeffreyhaven,10346,220502.0
1970,1,4,1,1,1707,1724,attached,482,0,True,True,True,True,13114,Rivera Turnpike,,Jeffreyhaven,10346,258301.0
1973,1,3,2,0,1543,1785,attached,439,0,True,False,True,True,953,Stephens Loop,,Jeffreyhaven,10346,219242.0
1987,1,3,2,0,1253,1292,attached,491,0,True,False,True,True,30112,Kelly Knolls,,Jeffreyhaven,10346,207903.0
1975,1,2,2,0,1344,1348,none,0,1258,False,False,True,True,7549,Anthony Brooks,,Jeffreyhaven,10346,50396.0
1971,1,2,2,0,1117,1805,none,0,602,False,False,True,True,3008,Matthew Circles,,Jeffreyhaven,10346,75598.0
1976,1,2,2,0,1436,1440,none,0,1145,False,False,True,True,273,Anthony Brooks,,Jeffreyhaven,10346,37803.0
1991,1,2,1,1,1243,1278,attached,422,0,True,False,True,True,5273,Davies Causeway,,Jeffreyhaven,10346,209158.0
1955,1,2,1,0,1195,1787,detached,554,0,True,True,True,True,7756,Sanders Inlet,,Jeffreyhaven,10346,270902.0
1954,1,2,2,0,1226,1994,none,0,396,True,False,False,False,919,Sanders Inlet,,Jeffreyhaven,10346,182703.0
1956,1,2,2,0,1228,2004,none,0,396,True,False,False,False,919,Sanders Inlet,,Jeffreyhaven,10346,264601.0
2000,1,4,2,0,1735,1735,attached,722,0,True,False,True,True,76907,Harris Road,,Scottberg,11500,255783.0
2001,2,6,2,1,2547,2546,attached,753,0,True,True,True,True,836,Harris Road,,Scottberg,11500,327602.0
2001,1,3,2,0,1353,1346,attached,506,0,True,False,True,True,398,Leslie Creek,,Scottberg,11500,257038.0
1980,1,3,2,1,2022,2334,attached,624,0,True,False,True,True,593,Stephanie Pine,,Scottberg,11500,352799.0
2005,1,3,2,0,1753,2972,attached,596,0,True,False,True,True,543,Montes Dam,,Lake Carolyn,11140,333267.0
2005,1,4,3,0,2802,2843,attached,938,0,True,False,True,True,977,Montes Dam,,Lake Carolyn,11140,440998.0
2003,1,3,2,0,2039,2273,attached,686,0,True,True,True,True,156,Heather Shores,,Lake Carolyn,11140,409502.0
1957,1,2,1,0,795,1255,detached,401,0,True,False,False,False,7881,Clark Gardens,,Lake Carolyn,11140,43471.0
1955,1,2,1,0,790,1254,detached,399,0,True,False,False,False,7881,Clark Gardens,,Lake Carolyn,11140,176400.0
1943,2,3,0,1,1654,2936,none,0,0,False,False,False,False,83351,Goodwin Roads,,Lake Carolyn,11140,176398.0
1966,1,2,1,1,1406,1755,detached,397,0,False,False,True,False,3995,Clark Gardens,,Lake Carolyn,11140,243184.0
2002,1,4,3,0,2882,2990,attached,475,0,True,False,True,True,51217,Villanueva Ferry,,Lake Carolyn,11140,289167.0
1980,1,4,1,1,2021,2082,attached,403,0,False,False,True,True,225,James Mountain,,Lake Carolyn,11140,264601.0
1925,1,2,1,0,647,801,detached,418,0,False,False,False,False,7804,Bridges Divide,,Lake Carolyn,11140,113401.0
1924,1,2,1,0,643,803,detached,419,0,False,False,False,False,7804,Bridges Divide,,Lake Carolyn,11140,162542.0
1915,1,2,1,0,946,978,detached,183,0,False,False,False,False,4254,Solis Cape,,Lake Carolyn,11140,132296.0
1932,1,1,1,0,684,737,detached,181,0,False,False,False,False,1922,Adams Stream,,Lake Carolyn,11140,126001.0
1946,1,2,1,0,1690,1692,none,0,0,False,False,False,False,834,Walsh Drives,,Lake Carolyn,11140,239398.0
1911,1,3,1,0,963,1237,detached,176,0,True,False,False,False,1836,Solis Cape,,Lake Carolyn,11140,37803.0
1948,1,2,1,0,986,1045,detached,442,0,False,False,False,False,44230,Monica Lodge,,Lake Carolyn,11140,180184.0
2004,1,4,3,1,2321,2528,attached,458,0,True,False,True,True,5466,Bridges Divide,,Lake Carolyn,11140,333897.0
2002,2,2,3,0,1833,2043,attached,423,0,True,False,True,True,5985,Jones Squares,,Lake Carolyn,11140,259560.0
1989,1,2,2,0,1707,1887,attached,481,0,True,False,True,True,65712,Thompson Walks,,Lake Carolyn,11140,214201.0
1989,1,2,2,0,1471,1480,attached,487,0,True,False,True,True,9145,Thompson Walks,,Lake Carolyn,11140,223017.0
1989,1,2,2,0,1476,1475,attached,485,0,True,False,True,True,877,Thompson Walks,,Lake Carolyn,11140,206009.0
1959,1,3,1,1,1294,1605,attached,440,0,True,True,False,False,7906,Jake Lock,,Lake Carolyn,11140,151200.0
1946,1,2,1,0,1358,1464,none,0,388,True,False,True,True,239,Jennifer Isle,,Lake Carolyn,11140,220499.0
